Domain Code,Domain,Reporter Country Code (FAO),Reporter Countries,Partner Country Code (FAO),Partner Countries,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
TM,Detailed trade matrix,209,Eswatini,173,Poland,5610,Import Quantity,15,Wheat,2016,2016,tonnes,3475,,Official data
TM,Detailed trade matrix,209,Eswatini,173,Poland,5610,Import Quantity,15,Wheat,2020,2020,tonnes,2106,,Official data
TM,Detailed trade matrix,209,Eswatini,185,Russian Federation,5610,Import Quantity,15,Wheat,2016,2016,tonnes,18370,,Official data
TM,Detailed trade matrix,209,Eswatini,185,Russian Federation,5610,Import Quantity,15,Wheat,2017,2017,tonnes,15254,,Official data
TM,Detailed trade matrix,209,Eswatini,185,Russian Federation,5610,Import Quantity,15,Wheat,2018,2018,tonnes,20954,,Official data
TM,Detailed trade matrix,209,Eswatini,185,Russian Federation,5610,Import Quantity,15,Wheat,2019,2019,tonnes,5343,,Official data
TM,Detailed trade matrix,209,Eswatini,185,Russian Federation,5610,Import Quantity,15,Wheat,2020,2020,tonnes,1122,,Official data
TM,Detailed trade matrix,209,Eswatini,202,South Africa,5610,Import Quantity,15,Wheat,2016,2016,tonnes,2436,Im,FAO data based on imputation methodology
TM,Detailed trade matrix,209,Eswatini,202,South Africa,5610,Import Quantity,15,Wheat,2017,2017,tonnes,3371,,Official data
TM,Detailed trade matrix,209,Eswatini,202,South Africa,5610,Import Quantity,15,Wheat,2018,2018,tonnes,11131,,Official data
TM,Detailed trade matrix,209,Eswatini,202,South Africa,5610,Import Quantity,15,Wheat,2019,2019,tonnes,11760,,Official data
TM,Detailed trade matrix,209,Eswatini,202,South Africa,5610,Import Quantity,15,Wheat,2020,2020,tonnes,30002,,Official data
TM,Detailed trade matrix,209,Eswatini,202,South Africa,5910,Export Quantity,15,Wheat,2016,2016,tonnes,101,,Official data
TM,Detailed trade matrix,209,Eswatini,202,South Africa,5910,Export Quantity,15,Wheat,2017,2017,tonnes,0,,Official data
TM,Detailed trade matrix,209,Eswatini,202,South Africa,5910,Export Quantity,15,Wheat,2018,2018,tonnes,0,,Official data
TM,Detailed trade matrix,209,Eswatini,202,South Africa,5910,Export Quantity,15,Wheat,2020,2020,tonnes,0,,Official data
TM,Detailed trade matrix,209,Eswatini,230,Ukraine,5610,Import Quantity,15,Wheat,2020,2020,tonnes,2009,,Official data
TM,Detailed trade matrix,209,Eswatini,231,United States of America,5610,Import Quantity,15,Wheat,2017,2017,tonnes,7968,,Official data
TM,Detailed trade matrix,209,Eswatini,231,United States of America,5610,Import Quantity,15,Wheat,2019,2019,tonnes,11237,,Official data
TM,Detailed trade matrix,238,Ethiopia,10,Australia,5610,Import Quantity,15,Wheat,2016,2016,tonnes,1998,,Official data
TM,Detailed trade matrix,238,Ethiopia,21,Brazil,5610,Import Quantity,15,Wheat,2016,2016,tonnes,0,,Official data
TM,Detailed trade matrix,238,Ethiopia,27,Bulgaria,5610,Import Quantity,15,Wheat,2016,2016,tonnes,75190,,Official data
TM,Detailed trade matrix,238,Ethiopia,27,Bulgaria,5610,Import Quantity,15,Wheat,2017,2017,tonnes,143080,,Official data
TM,Detailed trade matrix,238,Ethiopia,27,Bulgaria,5610,Import Quantity,15,Wheat,2018,2018,tonnes,45730,,Official data
TM,Detailed trade matrix,238,Ethiopia,41,"China, mainland",5610,Import Quantity,15,Wheat,2016,2016,tonnes,10535,,Official data
TM,Detailed trade matrix,238,Ethiopia,41,"China, mainland",5610,Import Quantity,15,Wheat,2017,2017,tonnes,7448,,Official data
TM,Detailed trade matrix,238,Ethiopia,41,"China, mainland",5610,Import Quantity,15,Wheat,2018,2018,tonnes,9861,,Official data
TM,Detailed trade matrix,238,Ethiopia,98,Croatia,5610,Import Quantity,15,Wheat,2016,2016,tonnes,4914,,Official data
TM,Detailed trade matrix,238,Ethiopia,68,France,5610,Import Quantity,15,Wheat,2017,2017,tonnes,0,,Official data
TM,Detailed trade matrix,238,Ethiopia,68,France,5610,Import Quantity,15,Wheat,2018,2018,tonnes,527,,Official data
TM,Detailed trade matrix,238,Ethiopia,68,France,5910,Export Quantity,15,Wheat,2017,2017,tonnes,0,,Official data
TM,Detailed trade matrix,238,Ethiopia,79,Germany,5610,Import Quantity,15,Wheat,2016,2016,tonnes,149174,,Official data
TM,Detailed trade matrix,238,Ethiopia,97,Hungary,5610,Import Quantity,15,Wheat,2016,2016,tonnes,32992,,Official data
TM,Detailed trade matrix,238,Ethiopia,100,India,5610,Import Quantity,15,Wheat,2016,2016,tonnes,1,,Official data
TM,Detailed trade matrix,238,Ethiopia,100,India,5610,Import Quantity,15,Wheat,2017,2017,tonnes,1,,Official data
TM,Detailed trade matrix,238,Ethiopia,100,India,5610,Import Quantity,15,Wheat,2018,2018,tonnes,2,,Official data
TM,Detailed trade matrix,238,Ethiopia,106,Italy,5610,Import Quantity,15,Wheat,2016,2016,tonnes,186228,,Official data
TM,Detailed trade matrix,238,Ethiopia,106,Italy,5610,Import Quantity,15,Wheat,2017,2017,tonnes,20099,,Official data
TM,Detailed trade matrix,238,Ethiopia,106,Italy,5610,Import Quantity,15,Wheat,2018,2018,tonnes,19252,,Official data
TM,Detailed trade matrix,238,Ethiopia,114,Kenya,5610,Import Quantity,15,Wheat,2016,2016,tonnes,0,,Official data
TM,Detailed trade matrix,238,Ethiopia,114,Kenya,5610,Import Quantity,15,Wheat,2018,2018,tonnes,0,,Official data
TM,Detailed trade matrix,238,Ethiopia,114,Kenya,5910,Export Quantity,15,Wheat,2018,2018,tonnes,0,,Official data
TM,Detailed trade matrix,238,Ethiopia,119,Latvia,5610,Import Quantity,15,Wheat,2016,2016,tonnes,99398,,Official data
TM,Detailed trade matrix,238,Ethiopia,121,Lebanon,5610,Import Quantity,15,Wheat,2016,2016,tonnes,0,,Official data
TM,Detailed trade matrix,238,Ethiopia,138,Mexico,5610,Import Quantity,15,Wheat,2016,2016,tonnes,1,,Official data
TM,Detailed trade matrix,238,Ethiopia,138,Mexico,5610,Import Quantity,15,Wheat,2017,2017,tonnes,0,,Official data
TM,Detailed trade matrix,238,Ethiopia,138,Mexico,5610,Import Quantity,15,Wheat,2018,2018,tonnes,0,,Official data
TM,Detailed trade matrix,238,Ethiopia,138,Mexico,5910,Export Quantity,15,Wheat,2018,2018,tonnes,0,,Official data
TM,Detailed trade matrix,238,Ethiopia,143,Morocco,5610,Import Quantity,15,Wheat,2017,2017,tonnes,0,,Official data
TM,Detailed trade matrix,238,Ethiopia,150,Netherlands,5910,Export Quantity,15,Wheat,2018,2018,tonnes,0,,Official data
TM,Detailed trade matrix,238,Ethiopia,150,Netherlands,5910,Export Quantity,15,Wheat,2020,2020,tonnes,0,*,Unofficial figure
TM,Detailed trade matrix,238,Ethiopia,159,Nigeria,5910,Export Quantity,15,Wheat,2020,2020,tonnes,0,,Official data
TM,Detailed trade matrix,238,Ethiopia,162,Norway,5910,Export Quantity,15,Wheat,2020,2020,tonnes,2,R,Estimated data using trading partners database
TM,Detailed trade matrix,238,Ethiopia,183,Romania,5610,Import Quantity,15,Wheat,2016,2016,tonnes,775470,,Official data
TM,Detailed trade matrix,238,Ethiopia,183,Romania,5610,Import Quantity,15,Wheat,2017,2017,tonnes,351128,,Official data
TM,Detailed trade matrix,238,Ethiopia,183,Romania,5610,Import Quantity,15,Wheat,2018,2018,tonnes,376211,,Official data
TM,Detailed trade matrix,238,Ethiopia,185,Russian Federation,5610,Import Quantity,15,Wheat,2016,2016,tonnes,202169,,Official data
TM,Detailed trade matrix,238,Ethiopia,185,Russian Federation,5610,Import Quantity,15,Wheat,2017,2017,tonnes,92149,,Official data
TM,Detailed trade matrix,238,Ethiopia,185,Russian Federation,5610,Import Quantity,15,Wheat,2018,2018,tonnes,271979,,Official data
TM,Detailed trade matrix,238,Ethiopia,194,Saudi Arabia,5610,Import Quantity,15,Wheat,2017,2017,tonnes,0,,Official data
TM,Detailed trade matrix,238,Ethiopia,272,Serbia,5610,Import Quantity,15,Wheat,2016,2016,tonnes,146669,,Official data
TM,Detailed trade matrix,238,Ethiopia,272,Serbia,5610,Import Quantity,15,Wheat,2017,2017,tonnes,16590,,Official data
TM,Detailed trade matrix,238,Ethiopia,203,Spain,5610,Import Quantity,15,Wheat,2016,2016,tonnes,0,,Official data
TM,Detailed trade matrix,238,Ethiopia,203,Spain,5610,Import Quantity,15,Wheat,2017,2017,tonnes,0,,Official data
TM,Detailed trade matrix,238,Ethiopia,210,Sweden,5910,Export Quantity,15,Wheat,2018,2018,tonnes,0,,Official data
TM,Detailed trade matrix,238,Ethiopia,223,Turkey,5610,Import Quantity,15,Wheat,2016,2016,tonnes,6,,Official data
TM,Detailed trade matrix,238,Ethiopia,223,Turkey,5610,Import Quantity,15,Wheat,2017,2017,tonnes,240,,Official data
TM,Detailed trade matrix,238,Ethiopia,223,Turkey,5610,Import Quantity,15,Wheat,2018,2018,tonnes,960,,Official data
TM,Detailed trade matrix,238,Ethiopia,230,Ukraine,5610,Import Quantity,15,Wheat,2016,2016,tonnes,324242,,Official data
TM,Detailed trade matrix,238,Ethiopia,230,Ukraine,5610,Import Quantity,15,Wheat,2017,2017,tonnes,98500,,Official data
TM,Detailed trade matrix,238,Ethiopia,230,Ukraine,5610,Import Quantity,15,Wheat,2018,2018,tonnes,155134,,Official data
TM,Detailed trade matrix,238,Ethiopia,231,United States of America,5610,Import Quantity,15,Wheat,2016,2016,tonnes,473664,,Official data
TM,Detailed trade matrix,238,Ethiopia,231,United States of America,5610,Import Quantity,15,Wheat,2017,2017,tonnes,347641,,Official data
TM,Detailed trade matrix,238,Ethiopia,231,United States of America,5610,Import Quantity,15,Wheat,2018,2018,tonnes,261410,,Official data
TM,Detailed trade matrix,238,Ethiopia,231,United States of America,5910,Export Quantity,15,Wheat,2016,2016,tonnes,0,,Official data
TM,Detailed trade matrix,64,Faroe Islands,54,Denmark,5610,Import Quantity,15,Wheat,2016,2016,tonnes,0,R,Estimated data using trading partners database
TM,Detailed trade matrix,64,Faroe Islands,54,Denmark,5610,Import Quantity,15,Wheat,2017,2017,tonnes,0,R,Estimated data using trading partners database
TM,Detailed trade matrix,64,Faroe Islands,54,Denmark,5610,Import Quantity,15,Wheat,2018,2018,tonnes,1,*,Unofficial figure
TM,Detailed trade matrix,64,Faroe Islands,54,Denmark,5610,Import Quantity,15,Wheat,2019,2019,tonnes,1,R,Estimated data using trading partners database
TM,Detailed trade matrix,64,Faroe Islands,54,Denmark,5610,Import Quantity,15,Wheat,2020,2020,tonnes,5,R,Estimated data using trading partners database
TM,Detailed trade matrix,64,Faroe Islands,79,Germany,5610,Import Quantity,15,Wheat,2018,2018,tonnes,6654,*,Unofficial figure
TM,Detailed trade matrix,64,Faroe Islands,79,Germany,5610,Import Quantity,15,Wheat,2019,2019,tonnes,5991,*,Unofficial figure
TM,Detailed trade matrix,64,Faroe Islands,162,Norway,5610,Import Quantity,15,Wheat,2018,2018,tonnes,400,*,Unofficial figure
TM,Detailed trade matrix,64,Faroe Islands,210,Sweden,5610,Import Quantity,15,Wheat,2016,2016,tonnes,13200,*,Unofficial figure
TM,Detailed trade matrix,64,Faroe Islands,210,Sweden,5610,Import Quantity,15,Wheat,2017,2017,tonnes,12400,*,Unofficial figure
TM,Detailed trade matrix,64,Faroe Islands,210,Sweden,5610,Import Quantity,15,Wheat,2018,2018,tonnes,6000,*,Unofficial figure
TM,Detailed trade matrix,64,Faroe Islands,210,Sweden,5610,Import Quantity,15,Wheat,2019,2019,tonnes,6001,*,Unofficial figure
TM,Detailed trade matrix,64,Faroe Islands,210,Sweden,5610,Import Quantity,15,Wheat,2020,2020,tonnes,14800,*,Unofficial figure
TM,Detailed trade matrix,66,Fiji,10,Australia,5610,Import Quantity,15,Wheat,2016,2016,tonnes,172218,,Official data
TM,Detailed trade matrix,66,Fiji,10,Australia,5610,Import Quantity,15,Wheat,2017,2017,tonnes,59956,,Official data
TM,Detailed trade matrix,66,Fiji,10,Australia,5610,Import Quantity,15,Wheat,2018,2018,tonnes,66269,,Official data
TM,Detailed trade matrix,66,Fiji,10,Australia,5610,Import Quantity,15,Wheat,2019,2019,tonnes,176959,,Official data
TM,Detailed trade matrix,66,Fiji,10,Australia,5610,Import Quantity,15,Wheat,2020,2020,tonnes,166156,R,Estimated data using trading partners database
TM,Detailed trade matrix,66,Fiji,33,Canada,5910,Export Quantity,15,Wheat,2018,2018,tonnes,1,,Official data
TM,Detailed trade matrix,66,Fiji,41,"China, mainland",5610,Import Quantity,15,Wheat,2016,2016,tonnes,0,,Official data
TM,Detailed trade matrix,66,Fiji,83,Kiribati,5910,Export Quantity,15,Wheat,2019,2019,tonnes,0,,Official data
TM,Detailed trade matrix,66,Fiji,156,New Zealand,5610,Import Quantity,15,Wheat,2016,2016,tonnes,522,,Official data
TM,Detailed trade matrix,66,Fiji,156,New Zealand,5610,Import Quantity,15,Wheat,2020,2020,tonnes,0,*,Unofficial figure
TM,Detailed trade matrix,66,Fiji,168,Papua New Guinea,5610,Import Quantity,15,Wheat,2018,2018,tonnes,2062,,Official data
TM,Detailed trade matrix,66,Fiji,168,Papua New Guinea,5610,Import Quantity,15,Wheat,2019,2019,tonnes,795,,Official data
TM,Detailed trade matrix,66,Fiji,219,Tonga,5910,Export Quantity,15,Wheat,2019,2019,tonnes,0,,Official data
TM,Detailed trade matrix,66,Fiji,227,Tuvalu,5910,Export Quantity,15,Wheat,2016,2016,tonnes,0,,Official data
TM,Detailed trade matrix,66,Fiji,227,Tuvalu,5910,Export Quantity,15,Wheat,2017,2017,tonnes,0,,Official data
TM,Detailed trade matrix,66,Fiji,227,Tuvalu,5910,Export Quantity,15,Wheat,2019,2019,tonnes,1,,Official data
TM,Detailed trade matrix,66,Fiji,231,United States of America,5610,Import Quantity,15,Wheat,2019,2019,tonnes,0,,Official data
TM,Detailed trade matrix,66,Fiji,155,Vanuatu,5910,Export Quantity,15,Wheat,2019,2019,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,4,Algeria,5910,Export Quantity,15,Wheat,2017,2017,tonnes,31001,,Official data
TM,Detailed trade matrix,67,Finland,255,Belgium,5610,Import Quantity,15,Wheat,2018,2018,tonnes,6299,,Official data
TM,Detailed trade matrix,67,Finland,255,Belgium,5910,Export Quantity,15,Wheat,2016,2016,tonnes,1,,Official data
TM,Detailed trade matrix,67,Finland,255,Belgium,5910,Export Quantity,15,Wheat,2017,2017,tonnes,1,,Official data
TM,Detailed trade matrix,67,Finland,255,Belgium,5910,Export Quantity,15,Wheat,2018,2018,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,255,Belgium,5910,Export Quantity,15,Wheat,2019,2019,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,255,Belgium,5910,Export Quantity,15,Wheat,2020,2020,tonnes,1,,Official data
TM,Detailed trade matrix,67,Finland,33,Canada,5910,Export Quantity,15,Wheat,2016,2016,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,40,Chile,5610,Import Quantity,15,Wheat,2018,2018,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,40,Chile,5610,Import Quantity,15,Wheat,2020,2020,tonnes,1,,Official data
TM,Detailed trade matrix,67,Finland,40,Chile,5910,Export Quantity,15,Wheat,2017,2017,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,40,Chile,5910,Export Quantity,15,Wheat,2019,2019,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,40,Chile,5910,Export Quantity,15,Wheat,2020,2020,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,167,Czechia,5610,Import Quantity,15,Wheat,2016,2016,tonnes,147,,Official data
TM,Detailed trade matrix,67,Finland,167,Czechia,5610,Import Quantity,15,Wheat,2017,2017,tonnes,48,,Official data
TM,Detailed trade matrix,67,Finland,167,Czechia,5610,Import Quantity,15,Wheat,2018,2018,tonnes,4,,Official data
TM,Detailed trade matrix,67,Finland,54,Denmark,5610,Import Quantity,15,Wheat,2016,2016,tonnes,3,,Official data
TM,Detailed trade matrix,67,Finland,54,Denmark,5610,Import Quantity,15,Wheat,2017,2017,tonnes,113,,Official data
TM,Detailed trade matrix,67,Finland,54,Denmark,5610,Import Quantity,15,Wheat,2018,2018,tonnes,41,,Official data
TM,Detailed trade matrix,67,Finland,54,Denmark,5610,Import Quantity,15,Wheat,2019,2019,tonnes,1,,Official data
TM,Detailed trade matrix,67,Finland,54,Denmark,5610,Import Quantity,15,Wheat,2020,2020,tonnes,13,,Official data
TM,Detailed trade matrix,67,Finland,54,Denmark,5910,Export Quantity,15,Wheat,2018,2018,tonnes,4514,,Official data
TM,Detailed trade matrix,67,Finland,59,Egypt,5910,Export Quantity,15,Wheat,2016,2016,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,63,Estonia,5610,Import Quantity,15,Wheat,2016,2016,tonnes,426,,Official data
TM,Detailed trade matrix,67,Finland,63,Estonia,5610,Import Quantity,15,Wheat,2017,2017,tonnes,10462,,Official data
TM,Detailed trade matrix,67,Finland,63,Estonia,5610,Import Quantity,15,Wheat,2018,2018,tonnes,12380,,Official data
TM,Detailed trade matrix,67,Finland,63,Estonia,5610,Import Quantity,15,Wheat,2020,2020,tonnes,125,,Official data
TM,Detailed trade matrix,67,Finland,63,Estonia,5910,Export Quantity,15,Wheat,2016,2016,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,63,Estonia,5910,Export Quantity,15,Wheat,2017,2017,tonnes,150,,Official data
TM,Detailed trade matrix,67,Finland,63,Estonia,5910,Export Quantity,15,Wheat,2018,2018,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,63,Estonia,5910,Export Quantity,15,Wheat,2019,2019,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,63,Estonia,5910,Export Quantity,15,Wheat,2020,2020,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,68,France,5610,Import Quantity,15,Wheat,2016,2016,tonnes,24,,Official data
TM,Detailed trade matrix,67,Finland,68,France,5610,Import Quantity,15,Wheat,2018,2018,tonnes,3396,,Official data
TM,Detailed trade matrix,67,Finland,68,France,5610,Import Quantity,15,Wheat,2019,2019,tonnes,3396,,Official data
TM,Detailed trade matrix,67,Finland,68,France,5610,Import Quantity,15,Wheat,2020,2020,tonnes,2697,,Official data
TM,Detailed trade matrix,67,Finland,68,France,5910,Export Quantity,15,Wheat,2016,2016,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,68,France,5910,Export Quantity,15,Wheat,2017,2017,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,68,France,5910,Export Quantity,15,Wheat,2018,2018,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,68,France,5910,Export Quantity,15,Wheat,2019,2019,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,68,France,5910,Export Quantity,15,Wheat,2020,2020,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,79,Germany,5610,Import Quantity,15,Wheat,2016,2016,tonnes,50,,Official data
TM,Detailed trade matrix,67,Finland,79,Germany,5610,Import Quantity,15,Wheat,2017,2017,tonnes,7,,Official data
TM,Detailed trade matrix,67,Finland,79,Germany,5610,Import Quantity,15,Wheat,2018,2018,tonnes,12,,Official data
TM,Detailed trade matrix,67,Finland,79,Germany,5610,Import Quantity,15,Wheat,2019,2019,tonnes,1,,Official data
TM,Detailed trade matrix,67,Finland,79,Germany,5610,Import Quantity,15,Wheat,2020,2020,tonnes,2,,Official data
TM,Detailed trade matrix,67,Finland,79,Germany,5910,Export Quantity,15,Wheat,2016,2016,tonnes,11844,,Official data
TM,Detailed trade matrix,67,Finland,79,Germany,5910,Export Quantity,15,Wheat,2017,2017,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,79,Germany,5910,Export Quantity,15,Wheat,2018,2018,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,79,Germany,5910,Export Quantity,15,Wheat,2019,2019,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,79,Germany,5910,Export Quantity,15,Wheat,2020,2020,tonnes,6006,,Official data
TM,Detailed trade matrix,67,Finland,99,Iceland,5910,Export Quantity,15,Wheat,2018,2018,tonnes,1,,Official data
TM,Detailed trade matrix,67,Finland,99,Iceland,5910,Export Quantity,15,Wheat,2019,2019,tonnes,8,,Official data
TM,Detailed trade matrix,67,Finland,99,Iceland,5910,Export Quantity,15,Wheat,2020,2020,tonnes,15,,Official data
TM,Detailed trade matrix,67,Finland,104,Ireland,5610,Import Quantity,15,Wheat,2018,2018,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,104,Ireland,5610,Import Quantity,15,Wheat,2019,2019,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,104,Ireland,5910,Export Quantity,15,Wheat,2017,2017,tonnes,5500,,Official data
TM,Detailed trade matrix,67,Finland,104,Ireland,5910,Export Quantity,15,Wheat,2018,2018,tonnes,7700,,Official data
TM,Detailed trade matrix,67,Finland,105,Israel,5910,Export Quantity,15,Wheat,2020,2020,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,106,Italy,5610,Import Quantity,15,Wheat,2016,2016,tonnes,78,,Official data
TM,Detailed trade matrix,67,Finland,106,Italy,5610,Import Quantity,15,Wheat,2017,2017,tonnes,89,,Official data
TM,Detailed trade matrix,67,Finland,106,Italy,5610,Import Quantity,15,Wheat,2018,2018,tonnes,56,,Official data
TM,Detailed trade matrix,67,Finland,106,Italy,5610,Import Quantity,15,Wheat,2019,2019,tonnes,30,,Official data
TM,Detailed trade matrix,67,Finland,106,Italy,5610,Import Quantity,15,Wheat,2020,2020,tonnes,55,,Official data
TM,Detailed trade matrix,67,Finland,106,Italy,5910,Export Quantity,15,Wheat,2019,2019,tonnes,7700,,Official data
TM,Detailed trade matrix,67,Finland,108,Kazakhstan,5610,Import Quantity,15,Wheat,2016,2016,tonnes,2525,,Official data
TM,Detailed trade matrix,67,Finland,108,Kazakhstan,5610,Import Quantity,15,Wheat,2017,2017,tonnes,8174,,Official data
TM,Detailed trade matrix,67,Finland,108,Kazakhstan,5610,Import Quantity,15,Wheat,2018,2018,tonnes,2500,,Official data
TM,Detailed trade matrix,67,Finland,108,Kazakhstan,5610,Import Quantity,15,Wheat,2019,2019,tonnes,2931,,Official data
TM,Detailed trade matrix,67,Finland,108,Kazakhstan,5610,Import Quantity,15,Wheat,2020,2020,tonnes,1551,,Official data
TM,Detailed trade matrix,67,Finland,119,Latvia,5610,Import Quantity,15,Wheat,2018,2018,tonnes,2756,,Official data
TM,Detailed trade matrix,67,Finland,119,Latvia,5610,Import Quantity,15,Wheat,2019,2019,tonnes,7818,,Official data
TM,Detailed trade matrix,67,Finland,119,Latvia,5910,Export Quantity,15,Wheat,2019,2019,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,119,Latvia,5910,Export Quantity,15,Wheat,2020,2020,tonnes,14938,,Official data
TM,Detailed trade matrix,67,Finland,126,Lithuania,5610,Import Quantity,15,Wheat,2018,2018,tonnes,13069,,Official data
TM,Detailed trade matrix,67,Finland,126,Lithuania,5910,Export Quantity,15,Wheat,2016,2016,tonnes,15119,,Official data
TM,Detailed trade matrix,67,Finland,126,Lithuania,5910,Export Quantity,15,Wheat,2017,2017,tonnes,8000,,Official data
TM,Detailed trade matrix,67,Finland,256,Luxembourg,5910,Export Quantity,15,Wheat,2016,2016,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,256,Luxembourg,5910,Export Quantity,15,Wheat,2017,2017,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,256,Luxembourg,5910,Export Quantity,15,Wheat,2018,2018,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,256,Luxembourg,5910,Export Quantity,15,Wheat,2019,2019,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,256,Luxembourg,5910,Export Quantity,15,Wheat,2020,2020,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,131,Malaysia,5610,Import Quantity,15,Wheat,2019,2019,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,143,Morocco,5910,Export Quantity,15,Wheat,2016,2016,tonnes,31800,,Official data
TM,Detailed trade matrix,67,Finland,143,Morocco,5910,Export Quantity,15,Wheat,2019,2019,tonnes,31526,,Official data
TM,Detailed trade matrix,67,Finland,143,Morocco,5910,Export Quantity,15,Wheat,2020,2020,tonnes,32992,,Official data
TM,Detailed trade matrix,67,Finland,150,Netherlands,5610,Import Quantity,15,Wheat,2017,2017,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,150,Netherlands,5610,Import Quantity,15,Wheat,2018,2018,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,150,Netherlands,5910,Export Quantity,15,Wheat,2016,2016,tonnes,48232,,Official data
TM,Detailed trade matrix,67,Finland,150,Netherlands,5910,Export Quantity,15,Wheat,2017,2017,tonnes,20590,,Official data
TM,Detailed trade matrix,67,Finland,150,Netherlands,5910,Export Quantity,15,Wheat,2018,2018,tonnes,7700,,Official data
TM,Detailed trade matrix,67,Finland,150,Netherlands,5910,Export Quantity,15,Wheat,2019,2019,tonnes,16861,,Official data
TM,Detailed trade matrix,67,Finland,150,Netherlands,5910,Export Quantity,15,Wheat,2020,2020,tonnes,21014,,Official data
TM,Detailed trade matrix,67,Finland,156,New Zealand,5610,Import Quantity,15,Wheat,2020,2020,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,156,New Zealand,5910,Export Quantity,15,Wheat,2016,2016,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,156,New Zealand,5910,Export Quantity,15,Wheat,2017,2017,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,156,New Zealand,5910,Export Quantity,15,Wheat,2018,2018,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,156,New Zealand,5910,Export Quantity,15,Wheat,2019,2019,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,156,New Zealand,5910,Export Quantity,15,Wheat,2020,2020,tonnes,1,,Official data
TM,Detailed trade matrix,67,Finland,162,Norway,5610,Import Quantity,15,Wheat,2016,2016,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,162,Norway,5610,Import Quantity,15,Wheat,2017,2017,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,162,Norway,5610,Import Quantity,15,Wheat,2018,2018,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,162,Norway,5610,Import Quantity,15,Wheat,2019,2019,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,162,Norway,5610,Import Quantity,15,Wheat,2020,2020,tonnes,0,,Official data
TM,Detailed trade matrix,67,Finland,162,Norway,5910,Export Quantity,15,Wheat,2017,2017,tonnes,7825,,Official data
TM,Detailed trade matrix,67,Finland,162,Norway,5910,Export Quantity,15,Wheat,2018,2018,tonnes,79,,Official data
TM,Detailed trade matrix,67,Finland,162,Norway,5910,Export Quantity,15,Wheat,2019,2019,tonnes,324,,Official data
TM,Detailed trade matrix,67,Finland,162,Norway,5910,Export Quantity,15,Wheat,2020,2020,tonnes,10086,,Official data
TM,Detailed trade matrix,67,Finland,173,Poland,5610,Import Quantity,15,Wheat,2016,2016,tonnes,24,,Official data
TM,Detailed trade matrix,67,Finland,173,Poland,5610,Import Quantity,15,Wheat,2017,2017,tonnes,148,,Official data
TM,Detailed trade matrix,67,Finland,173,Poland,5610,Import Quantity,15,Wheat,2018,2018,tonnes,245,,Official data
TM,Detailed trade matrix,67,Finland,173,Poland,5610,Import Quantity,15,Wheat,2019,2019,tonnes,138,,Official data
TM,Detailed trade matrix,67,Finland,173,Poland,5610,Import Quantity,15,Wheat,2020,2020,tonnes,170,,Official data
TM,Detailed trade matrix,67,Finland,173,Poland,5910,Export Quantity,15,Wheat,2020,2020,tonnes,19077,,Official data
